150 8649
139 9 9
139 47 9
42 91 2
45 119 3
132 16 8
13 52 9
103 100 9
21 3 9
114 12 8
39 9 8
65 84 5
127 45 4
120 11 5
104 36 4
64 119 3
101 123 5
0 32 3
63 65 1
18 34 8
2 77 7
129 137 4
16 30 3
17 105 7
73 36 2
79 123 6
8 39 7
130 141 6
26 149 6
40 26 5
9 116 7
50 68 1
108 107 9
59 39 4
21 46 2
104 96 8
104 51 4
9 95 4
100 131 2
82 80 2
115 136 8
132 26 3
81 39 6
74 69 2
8 40 3
56 141 8
47 135 5
23 37 3
83 143 4
43 114 3
106 71 8
96 19 6
36 65 9
64 140 5
49 5 1
61 47 5
92 57 2
23 41 8
147 5 4
99 105 5
80 8 2
86 65 6
48 95 2
93 123 1
88 83 2
88 109 2
20 45 8
128 1 9
63 119 3
19 33 1
48 75 1
121 6 7
97 42 8
97 121 3
136 106 5
97 114 9
41 48 2
140 29 1
117 32 3
58 13 9
25 35 2
50 31 8
132 47 8
0 111 3
61 125 5
11 138 2
130 53 5
101 126 5
81 50 7
84 4 3
32 75 8
82 46 5
67 120 3
109 35 3
91 11 2
117 38 1
12 145 4
122 88 1
130 87 8
66 80 2
69 58 6
70 56 7
7 135 6
19 116 8
58 89 7
39 75 8
139 138 7
99 143 4
6 144 4
83 45 9
4 108 9
58 115 9
131 60 7
145 126 3
112 23 5
19 20 4
11 40 7
11 113 2
80 58 8
11 96 9
27 2 4
13 89 6
96 90 1
102 95 6
62 117 9
111 85 6
50 76 5
133 104 2
93 63 5
53 49 6
72 19 9
71 22 5
123 143 9
18 5 9
54 132 1
114 109 1
5 41 3
144 113 3
126 49 4
97 62 9
85 29 3
0 16 7
0 72 1
68 109 3
61 112 4
128 85 2
147 124 4
74 32 9
68 69 7
89 82 4
113 117 7
16 140 3
19 77 5
13 86 7
0 80 7
133 88 4
113 97 3
37 117 3
59 13 7
57 43 9
40 44 5
88 64 3
15 44 4
64 121 5
6 71 5
79 48 4
53 35 8
86 17 6
128 10 8
54 62 1
8 76 9
109 28 5
61 82 8
57 24 1
57 61 7
102 106 1
25 78 3
29 4 2
147 109 7
60 113 2
119 76 9
89 97 5
55 22 7
112 67 1
0 115 5
112 134 6
18 9 2
78 83 9
66 16 7
26 79 1
10 112 6
87 99 8
41 99 3
30 60 8
109 49 2
57 143 1
3 111 5
15 112 8
109 64 9
32 81 5
70 8 6
145 141 5
33 46 5
66 115 7
3 129 3
64 89 2
65 19 7
5 68 8
75 21 9
116 26 7
31 44 8
37 31 7
39 29 6
132 95 6
129 75 7
6 110 9
89 1 4
36 29 2
0 60 7
99 44 5
99 139 7
111 130 2
83 16 4
134 125 2
28 54 7
127 72 8
121 107 9
110 115 9
34 24 9
109 24 1
0 28 9
76 39 8
84 61 4
54 118 5
6 143 3
145 127 1
143 139 3
60 45 4
41 35 9
147 117 2
36 124 9
126 65 8
146 14 2
12 79 1
10 1 9
45 96 1
6 60 5
91 60 1
32 141 8
49 84 4
103 47 7
81 54 5
87 98 9
98 131 7
18 62 5
112 145 4
9 128 2
91 5 9
124 119 4
70 29 5
74 81 4
89 141 2
7 103 2
42 36 9
100 20 3
39 82 4
83 125 8
140 20 3
28 97 1
48 102 9
70 43 9
39 32 7
5 98 8
117 60 9
9 105 2
68 48 5
116 75 7
111 86 2
89 129 6
17 101 1
34 61 8
103 2 2
71 127 5
96 127 4
102 47 1
89 75 3
35 20 5
128 97 3
110 81 1
48 63 2
51 61 7
4 99 5
55 63 2
68 65 2
42 67 3
77 149 6
132 129 4
5 122 6
105 29 3
142 63 9
38 13 2
118 119 4
3 59 4
99 48 3
87 108 7
94 89 4
47 119 4
7 99 9
103 80 4
131 26 6
113 14 5
111 12 3
38 75 4
10 105 3
88 22 4
48 21 8
5 75 8
149 143 8
51 77 6
14 5 6
16 26 9
21 15 9
19 119 9
124 72 4
86 92 3
34 138 9
1 54 5
50 146 1
86 122 4
25 65 7
106 118 4
93 66 3
55 106 7
77 30 3
3 101 7
118 16 5
141 88 7
68 47 1
112 87 4
42 44 7
68 107 7
92 69 2
26 62 6
128 139 2
66 2 2
76 2 5
36 52 1
50 7 3
69 71 8
97 100 9
92 84 7
9 89 2
77 59 6
4 148 4
30 54 3
78 31 6
99 140 5
48 89 4
60 103 1
37 27 1
16 5 7
77 29 5
146 43 7
105 7 8
48 149 6
46 20 7
103 67 3
3 63 6
142 18 1
64 24 4
1 0 4
134 82 3
112 90 2
11 136 7
12 51 7
113 78 3
8 116 6
24 86 6
148 131 6
60 52 5
13 29 6
7 134 4
131 32 1
50 83 7
146 72 2
146 74 6
65 122 5
2 12 7
136 117 5
3 91 1
33 18 7
19 45 5
27 42 6
73 126 9
11 52 1
46 14 2
109 39 1
121 140 6
101 46 1
92 97 8
46 41 1
4 64 5
10 24 5
38 105 2
85 71 7
37 106 7
71 5 2
34 102 6
119 104 6
140 90 2
107 138 6
143 29 7
12 8 2
67 13 2
107 82 5
19 56 5
141 114 8
26 68 4
120 18 4
58 38 7
28 9 6
4 28 7
138 125 2
103 22 1
95 112 9
84 56 7
122 25 5
111 148 5
105 92 4
69 113 9
119 6 4
132 71 8
65 125 3
36 140 6
64 116 9
134 102 1
81 66 8
11 5 3
92 41 1
61 35 8
69 129 1
78 57 9
56 104 4
57 121 5
82 53 9
145 55 4
92 128 8
133 26 7
132 0 3
138 87 7
94 97 9
48 3 2
128 93 7
78 7 8
22 35 9
119 81 9
41 50 6
3 109 3
42 4 1
91 89 1
30 94 4
122 70 3
92 11 6
16 97 3
133 65 7
92 78 8
123 24 1
96 46 4
94 76 1
63 101 3
31 91 9
52 69 8
41 76 7
79 139 8
59 109 9
23 24 7
3 121 7
20 123 5
89 145 2
104 3 5
0 130 6
141 115 7
39 78 1
98 76 8
143 103 4
142 103 6
133 7 7
43 101 7
69 117 9
146 21 9
82 1 1
38 41 1
149 147 6
140 112 8
43 133 7
76 75 7
114 10 2
21 98 5
126 37 9
84 83 7
38 113 8
43 62 3
73 122 2
67 97 1
140 34 1
5 81 5
86 71 4
71 15 1
3 74 6
7 149 4
48 23 6
38 45 4
98 9 4
33 81 2
7 15 2
114 139 1
96 145 8
29 14 4
23 72 5
99 126 9
125 62 3
79 27 1
67 6 2
70 13 8
8 75 3
53 104 4
10 137 8
59 108 7
144 68 4
29 46 8
80 2 2
67 3 5
61 147 3
96 49 6
59 32 6
124 141 4
10 57 9
110 16 3
132 138 1
19 133 2
62 40 3
114 63 5
60 136 9
146 134 6
109 141 4
24 117 2
31 118 6
79 24 3
35 102 1
103 14 9
51 34 7
114 117 5
75 126 2
10 77 3
29 115 2
22 119 5
64 75 4
112 57 6
84 146 6
149 74 1
22 7 9
32 134 1
41 94 7
12 132 5
130 10 5
111 106 9
128 78 2
128 144 6
30 69 1
124 1 5
46 38 6
102 142 9
6 89 7
95 103 1
131 44 4
6 74 8
148 58 8
70 79 1
64 74 5
2 18 7
83 26 6
46 117 5
113 66 3
144 119 8
89 127 2
72 90 3
53 59 1
52 55 2
83 127 2
101 67 4
140 10 3
117 131 7
118 129 4
88 49 6
15 146 2
45 53 9
105 0 3
108 46 4
91 90 5
32 97 7
74 37 6
118 112 8
81 107 7
7 72 3
149 93 9
0 98 2
114 80 2
148 83 2
58 103 1
82 126 2
21 143 3
38 30 2
107 56 3
76 140 8
17 115 5
34 91 2
68 24 4
53 39 9
100 32 8
137 120 4
8 18 7
125 2 6
125 22 2
120 112 1
62 4 2
114 65 9
89 87 7
67 147 8
50 119 5
4 47 1
17 110 1
42 136 5
20 136 5
45 134 7
0 95 3
19 59 9
134 48 3
116 142 3
28 93 3
137 147 2
46 67 2
32 64 6
120 30 5
27 74 2
109 81 7
89 146 8
32 18 4
120 122 2
73 24 8
115 61 1
39 64 4
124 6 3
111 64 2
38 74 4
12 25 3
20 80 1
121 67 2
59 111 5
138 73 6
102 81 1
10 68 9
100 139 6
43 21 4
77 99 6
71 117 9
27 120 2
65 115 5
70 73 7
128 94 9
58 135 2
68 39 7
84 26 7
74 120 5
114 78 2
73 96 6
67 52 3
26 11 2
29 9 9
89 106 1
140 31 2
41 121 2
42 73 8
85 140 5
68 98 2
14 138 5
35 98 4
107 135 3
58 107 1
69 38 9
37 84 8
122 90 9
20 16 2
144 121 5
6 125 7
95 87 8
53 8 5
123 28 9
85 127 9
127 147 4
60 83 2
119 140 5
27 101 3
140 25 5
100 123 3
69 79 8
123 97 2
64 16 1
142 67 6
86 78 4
65 89 4
7 45 4
93 92 2
100 83 5
24 99 1
113 138 7
49 41 2
84 131 8
0 34 4
6 86 1
12 107 8
109 37 3
92 106 8
96 78 9
54 58 7
100 115 1
32 72 8
21 142 4
24 48 5
119 117 6
70 1 3
18 131 8
64 148 8
8 59 5
113 47 8
45 97 3
20 49 8
48 44 7
96 66 3
13 4 7
81 134 5
51 124 8
134 11 9
148 144 9
56 89 7
67 77 9
86 114 3
137 43 7
106 23 6
121 5 3
33 103 3
11 106 3
116 60 7
129 135 5
147 23 6
93 5 2
28 30 3
12 40 4
133 0 6
56 132 4
41 54 9
27 119 1
123 55 5
29 66 6
114 105 1
118 23 9
59 143 5
25 102 8
107 47 6
145 36 7
102 58 7
13 72 7
134 64 9
9 3 5
40 121 5
118 28 4
89 5 4
56 88 1
123 125 6
109 9 4
32 67 6
55 76 1
0 138 4
29 92 2
59 122 8
116 40 5
69 98 9
21 27 7
56 85 2
111 125 7
68 71 5
4 60 3
111 142 3
102 28 3
37 4 1
8 5 5
18 113 9
93 102 5
137 17 2
130 26 8
7 75 3
40 129 7
131 28 3
133 108 2
17 139 6
93 30 6
145 105 7
112 72 2
104 140 2
49 44 6
123 17 6
56 57 9
126 74 7
114 7 5
121 96 3
67 73 9
86 90 7
16 86 1
51 0 7
16 45 3
31 145 8
37 46 7
124 104 4
59 137 8
129 95 1
60 81 4
12 75 9
18 38 6
15 107 1
6 127 4
86 107 4
124 146 6
120 40 3
144 82 7
92 26 2
116 27 9
72 126 5
80 30 3
114 118 9
68 85 4
104 120 7
99 133 4
17 65 3
79 107 2
5 38 8
113 134 4
131 139 7
40 118 4
149 29 9
60 1 5
49 124 4
106 7 4
48 137 6
56 76 5
69 1 8
45 81 8
117 52 6
80 126 4
92 7 5
41 124 5
96 71 6
122 119 7
85 135 9
91 71 1
124 4 4
126 0 8
144 0 1
38 115 6
76 65 5
50 103 6
60 25 3
99 73 3
79 132 3
107 83 3
71 113 1
117 110 4
146 48 3
147 82 7
1 91 3
47 104 1
6 58 9
33 128 6
43 5 3
9 138 2
147 40 8
57 93 5
81 145 5
103 87 7
101 72 2
144 149 3
122 91 3
28 113 2
17 32 6
118 9 4
77 66 8
21 135 1
74 79 1
16 128 6
133 13 2
10 85 6
56 135 2
65 13 9
52 90 9
25 134 3
137 82 4
111 120 3
136 68 7
112 5 9
34 47 3
109 136 8
28 106 4
132 107 4
84 76 2
45 80 4
9 137 9
82 97 9
71 120 4
120 59 5
31 67 8
82 121 4
97 26 2
69 11 1
72 77 1
51 125 8
27 82 4
24 107 9
42 114 7
39 127 5
138 23 4
103 66 7
84 130 9
107 88 1
70 57 8
12 69 6
93 80 7
88 37 3
144 138 5
33 48 1
43 2 6
95 86 9
136 149 9
97 104 8
115 10 8
39 33 5
4 7 7
44 106 3
141 108 9
8 147 9
128 37 8
92 107 6
137 60 2
52 142 4
94 26 8
24 18 1
38 77 3
40 46 6
146 27 1
133 129 3
80 41 5
92 27 7
100 142 8
39 132 7
142 127 1
67 130 9
46 42 5
17 87 6
69 33 7
56 106 9
125 18 4
90 134 6
22 20 8
141 67 4
64 27 9
27 136 6
65 23 9
53 117 8
114 2 1
61 133 5
55 94 2
44 60 1
86 123 7
136 143 6
14 96 8
1 59 1
100 12 9
54 134 2
90 10 2
124 112 1
14 82 9
38 102 7
86 133 9
50 75 2
139 120 8
107 36 9
26 109 7
74 46 7
139 64 7
85 116 6
34 3 1
96 36 9
31 143 8
93 2 8
27 76 5
31 30 3
45 25 3
36 120 4
115 87 2
148 78 3
61 104 1
101 115 1
41 78 7
12 72 9
120 61 4
146 2 8
123 61 6
75 81 2
86 77 7
131 149 7
47 85 2
33 1 4
74 60 8
79 57 5
111 42 6
133 78 4
114 131 6
74 45 8
62 87 6
83 3 2
74 111 1
118 15 5
37 11 8
122 138 4
148 0 2
108 118 1
146 20 6
86 105 3
24 149 5
80 42 3
58 128 4
37 105 7
75 122 8
94 118 7
115 26 1
64 125 3
64 28 2
126 96 5
32 118 1
134 53 3
66 26 8
24 4 1
101 62 9
61 106 6
29 17 7
26 17 5
28 119 5
3 114 6
35 108 2
37 63 5
92 66 4
71 137 7
143 126 7
4 98 8
127 9 1
134 49 7
108 38 1
119 55 6
106 60 3
86 148 8
53 102 3
18 78 7
108 145 7
76 28 3
110 76 3
57 42 4
63 69 9
38 126 3
80 87 8
148 5 4
121 63 1
107 62 7
54 96 4
59 16 2
78 66 7
36 70 2
100 113 1
146 57 7
74 2 3
93 24 5
87 93 7
62 20 1
62 128 2
73 29 4
130 99 7
32 35 1
38 3 6
140 13 5
8 93 3
140 22 1
119 10 5
21 136 7
115 48 9
1 76 2
19 127 5
65 5 7
109 98 7
76 15 7
107 9 2
103 79 5
89 24 1
80 49 5
87 141 6
26 24 1
18 121 3
133 90 2
9 117 4
105 66 5
107 77 7
40 63 9
100 53 4
142 4 4
114 73 4
56 14 5
4 35 1
9 51 9
56 7 2
129 22 9
110 72 4
146 42 1
98 88 3
123 0 6
33 28 8
102 56 9
84 0 6
73 69 9
95 97 1
35 40 1
121 26 5
22 47 3
35 54 3
93 44 3
7 6 4
23 103 8
37 111 8
53 37 5
61 75 9
125 116 5
22 15 9
117 4 7
112 101 8
47 80 7
111 17 7
125 114 7
33 97 2
128 55 4
16 112 5
110 134 4
46 18 6
149 72 1
60 61 4
63 129 1
28 125 7
55 143 7
27 65 5
107 94 1
52 31 9
114 68 9
76 20 8
76 5 6
86 54 2
24 120 8
21 44 3
9 108 3
122 0 8
98 120 2
44 35 8
105 83 9
81 69 6
99 88 5
6 2 5
97 37 1
49 31 2
20 12 4
123 144 1
2 90 9
71 122 7
23 123 4
25 8 3
131 102 2
121 95 1
80 7 2
39 62 6
110 94 3
39 42 5
4 0 1
22 118 9
77 132 9
90 57 6
22 86 3
106 15 7
5 115 2
85 115 2
78 139 8
36 37 6
110 21 4
131 96 7
78 85 5
103 136 8
80 131 7
32 104 8
139 10 6
139 116 1
70 142 1
137 32 8
81 49 8
50 61 4
119 80 3
52 38 2
6 24 4
132 87 4
83 53 7
132 141 2
10 60 8
28 47 8
54 37 8
106 123 7
69 89 3
41 82 4
2 143 3
42 55 5
76 83 5
117 132 5
67 34 9
81 128 6
28 147 6
110 14 5
145 32 6
95 75 7
94 58 1
6 47 8
28 101 2
33 43 8
65 11 3
47 144 5
146 143 6
78 11 9
132 123 7
69 56 7
116 76 3
94 130 6
57 14 1
83 6 9
130 118 7
85 137 9
57 103 6
21 103 6
113 118 2
89 144 9
147 139 5
103 85 8
78 147 3
22 128 7
148 145 6
48 100 7
59 5 5
72 89 4
97 49 2
83 96 4
8 17 1
53 0 6
147 94 8
117 49 2
70 139 9
52 27 5
51 45 6
111 15 5
118 58 2
70 15 4
51 109 4
138 74 4
94 117 9
25 124 1
30 2 4
18 59 1
92 48 6
42 34 7
140 142 2
133 31 4
100 111 1
145 35 7
136 148 8
126 6 7
130 134 1
32 148 8
72 137 3
115 133 3
81 16 6
37 127 5
131 23 8
75 109 8
60 133 6
2 128 6
47 146 9
90 105 5
67 144 9
118 7 9
41 106 7
100 44 5
2 60 1
36 131 3
145 86 9
24 32 2
131 12 9
87 69 9
87 43 3
43 144 4
16 8 9
80 50 6
51 84 5
45 131 8
0 81 7
131 113 7
66 52 6
92 0 3
134 68 7
139 119 1
12 113 3
41 111 7
95 59 3
46 7 5
120 34 1
90 98 7
1 92 7
31 25 5
65 95 4
86 110 8
6 94 7
92 61 5
14 130 9
15 5 8
79 88 3
58 28 1
29 11 7
115 34 7
24 104 1
94 27 7
84 143 3
86 69 5
43 103 2
83 136 7
22 60 1
84 149 5
35 33 8
87 22 7
31 29 4
27 90 2
131 68 9
2 45 6
39 70 8
34 81 2
130 59 8
26 139 2
46 27 7
19 142 2
12 102 1
114 30 8
133 126 5
99 102 5
129 6 7
53 84 9
54 14 4
125 137 1
102 145 9
68 77 5
40 33 7
40 19 2
16 115 1
54 112 8
134 14 5
27 51 6
129 72 7
100 72 9
137 106 8
136 47 1
58 23 5
112 126 9
145 30 2
55 84 6
4 71 6
85 126 2
47 33 4
143 82 8
1 120 3
106 139 1
9 14 2
22 120 2
34 148 9
142 32 4
20 77 2
41 140 5
79 55 8
135 108 1
86 119 4
54 34 4
98 15 9
97 65 7
44 2 1
50 90 4
26 32 1
52 91 6
82 138 4
12 82 5
66 100 1
44 104 5
136 52 9
126 113 8
19 51 4
12 108 2
121 51 9
93 137 6
104 146 6
80 68 1
82 40 9
16 4 2
133 109 5
119 11 9
15 0 4
82 91 2
95 77 8
123 8 5
74 87 4
54 104 2
147 115 1
116 45 8
11 137 1
4 31 1
67 29 2
91 72 9
80 145 7
13 85 9
14 132 1
23 68 6
14 106 7
143 113 7
98 83 7
48 106 8
118 79 1
101 105 6
72 82 8
23 62 1
26 137 2
59 56 8
54 32 4
128 71 6
114 66 2
139 101 2
101 15 3
64 65 1
76 121 4
83 46 5
91 16 7
101 140 2
91 128 2
123 141 8
131 86 9
134 12 5
43 117 6
15 72 6
72 94 2
111 18 8
33 41 5
77 96 9
75 136 6
112 149 1
56 95 4
47 84 2
142 49 1
16 85 3
29 111 7
111 115 1
109 72 2
66 116 4
62 36 4
125 56 5
50 142 8
6 142 2
117 77 1
106 114 6
118 18 1
19 28 1
141 25 7
101 50 3
125 139 2
9 48 5
43 147 4
88 68 8
75 41 8
142 25 5
14 88 6
99 79 2
97 43 3
146 136 8
69 28 8
72 29 7
15 141 4
50 52 5
28 111 6
136 97 7
132 82 7
45 5 6
93 27 8
131 54 7
136 139 3
38 127 6
100 82 2
100 60 3
145 53 8
77 52 6
36 67 6
124 109 9
70 7 5
87 47 8
125 76 5
48 139 1
87 146 4
105 127 8
35 119 1
122 145 8
42 123 7
8 131 4
93 29 5
85 35 7
148 138 2
126 47 2
123 140 2
6 75 2
58 45 1
57 67 6
87 61 8
6 131 9
61 14 9
54 94 3
143 120 3
76 96 3
46 76 2
148 127 9
25 69 2
3 132 1
67 133 9
119 13 4
65 144 9
146 86 4
82 131 9
58 87 1
34 142 4
37 140 2
24 21 5
36 74 7
59 52 3
61 86 3
65 143 7
116 54 9
112 76 4
65 47 1
130 136 1
51 89 7
90 81 8
33 101 8
37 102 4
2 131 7
8 63 9
11 131 3
31 134 2
55 129 1
142 10 6
15 148 1
112 104 8
133 11 1
14 79 6
39 51 8
107 103 8
135 59 8
39 26 2
88 35 7
36 113 8
100 3 5
144 9 9
131 81 4
12 91 6
80 52 6
84 9 5
25 72 4
100 70 3
116 88 4
112 27 3
37 93 2
108 31 9
85 102 6
21 83 7
103 84 4
58 18 8
97 90 8
7 140 5
125 74 6
138 51 6
107 60 8
144 53 6
121 132 4
135 26 4
23 40 9
125 99 4
90 8 1
28 24 3
39 18 7
27 88 9
25 63 1
16 35 2
41 134 4
82 6 5
17 88 2
113 22 8
49 3 6
63 75 2
44 77 5
128 103 5
67 128 9
35 11 7
112 36 5
32 11 5
143 122 2
46 109 3
97 98 5
142 115 7
13 37 8
144 33 4
138 136 6
144 20 2
76 126 6
54 143 8
114 88 1
127 73 1
37 21 2
46 122 3
6 9 4
109 17 2
44 1 4
77 126 1
127 119 9
76 81 4
92 83 2
14 28 9
26 30 9
101 7 9
62 93 5
108 54 8
146 144 7
129 140 1
